2024-10-07 17:28:16,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,0.1,2022
2024-10-07 17:28:16,327 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 17:28:16,328 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:28:16,415 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 17:28:16,416 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:28:16,417 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 17:28:16,625 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 17:28:16,849 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:28:18,047 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2626, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6510, 0.3482, 0.6813, param: [4.14843583 9.52724086 4.95510366 8.8621961 ], weights: [0.33003072 0.33042461 0.33954466], train_wt_loss:  40.3003, val_wt_loss: 36.7878, train_grp_loss: [11.73152113 15.90071696 11.15160157], val_grp_loss: [10.61699614 14.91775387 11.26897761], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6813, max_kl_dist_index: 2, max_train_grp_loss:  15.9007, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9178, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:48,983 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  91, train_loss:  13.4366, val_loss:  12.2865, grad_norm: 0.0144, live_grad: 0.0000, reward_err: 0.0034, 0.0329, 0.0014, KL_dist: 0.6656, 0.3576, 0.6994, param: [4.06497984 9.47012951 5.01280807 9.17459662], weights: [0.1649771  0.21431831 0.6207046 ], train_wt_loss:  40.3099, val_wt_loss: 36.8596, train_grp_loss: [11.66467096 15.98859615 11.10721288], val_grp_loss: [10.54080512 15.07692271 11.25854786], train_hist_grp_loss: [ 8.78483488 11.40139143 22.03532105], cur_train_grp_loss: [0.09409449 0.12391363 0.2363537 ], max_reward_err:  0.0329, max_reward_err_index: 1, max_kl_dist:  0.6994, max_kl_dist_index: 2, max_train_grp_loss:  15.9886, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0769, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2364, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:49,959 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  92, train_loss:  13.4368, val_loss:  12.2873, grad_norm: 0.0148, live_grad: 0.0000, reward_err: 0.0034, 0.0338, 0.0014, KL_dist: 0.6659, 0.3579, 0.6999, param: [4.06292955 9.4715268  5.0123288  9.18035319], weights: [0.16341905 0.21292941 0.62365154], train_wt_loss:  40.3103, val_wt_loss: 36.8618, train_grp_loss: [11.66158271 15.99239076 11.10578717], val_grp_loss: [10.53796582 15.08288732 11.25771869], train_hist_grp_loss: [ 8.87890481 11.52533404 22.27164473], cur_train_grp_loss: [0.09406993 0.12394261 0.23632368], max_reward_err:  0.0338, max_reward_err_index: 1, max_kl_dist:  0.6999, max_kl_dist_index: 2, max_train_grp_loss:  15.9924, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0829, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2363, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:50,945 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  93, train_loss:  13.4369, val_loss:  12.2880, grad_norm: 0.0152, live_grad: 0.0000, reward_err: 0.0034, 0.0342, 0.0014, KL_dist: 0.6663, 0.3581, 0.7003, param: [4.0608557  9.47295796 5.01182254 9.18614758], weights: [0.16186949 0.21154252 0.62658799], train_wt_loss:  40.3107, val_wt_loss: 36.8641, train_grp_loss: [11.6584523  15.99624233 11.1043469 ], val_grp_loss: [10.53509214 15.08893525 11.25687902], train_hist_grp_loss: [ 8.97294983 11.64930606 22.50793807], cur_train_grp_loss: [0.09404502 0.12397202 0.23629334], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7003, max_kl_dist_index: 2, max_train_grp_loss:  15.9962, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0889, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2363, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:51,935 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  94, train_loss:  13.4370, val_loss:  12.2888, grad_norm: 0.0157, live_grad: 0.0000, reward_err: 0.0034, 0.0342, 0.0014, KL_dist: 0.6666, 0.3584, 0.7008, param: [4.05875838 9.47442255 5.01128928 9.19197917], weights: [0.16032847 0.21015775 0.62951378], train_wt_loss:  40.3111, val_wt_loss: 36.8665, train_grp_loss: [11.65528021 16.00015058 11.10289234], val_grp_loss: [10.53218454 15.09506597 11.25602908], train_hist_grp_loss: [ 9.06696961 11.77330794 22.74420077], cur_train_grp_loss: [0.09401978 0.12400188 0.2362627 ], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7008, max_kl_dist_index: 2, max_train_grp_loss:  16.0002, max_train_grp_loss_index: 1, max_val_grp_loss:  15.0951, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2363, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:52,927 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  95, train_loss:  13.4372, val_loss:  12.2896, grad_norm: 0.0162, live_grad: 0.0000, reward_err: 0.0032, 0.0342, 0.0015, KL_dist: 0.6669, 0.3587, 0.7013, param: [4.05663767 9.47592013 5.01072898 9.19784728], weights: [0.15879604 0.20877524 0.63242872], train_wt_loss:  40.3115, val_wt_loss: 36.8689, train_grp_loss: [11.65206691 16.00411521 11.10142378], val_grp_loss: [10.52924348 15.10127896 11.25516911], train_hist_grp_loss: [ 9.1609638  11.89734011 22.98043252], cur_train_grp_loss: [0.0939942  0.12403218 0.23623175], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7013, max_kl_dist_index: 2, max_train_grp_loss:  16.0041, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1013, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2362, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:53,941 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  96, train_loss:  13.4373, val_loss:  12.2904, grad_norm: 0.0166, live_grad: 0.0000, reward_err: 0.0031, 0.0342, 0.0016, KL_dist: 0.6673, 0.3590, 0.7018, param: [4.05449367 9.47745025 5.01014161 9.20375128], weights: [0.15727228 0.2073951  0.63533262], train_wt_loss:  40.3120, val_wt_loss: 36.8713, train_grp_loss: [11.64881288 16.00813591 11.09994149], val_grp_loss: [10.52626941 15.10757368 11.25429936], train_hist_grp_loss: [ 9.25493208 12.02140302 23.21663303], cur_train_grp_loss: [0.09396828 0.12406291 0.23620051], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7018, max_kl_dist_index: 2, max_train_grp_loss:  16.0081, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1076, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2362, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:54,927 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  97, train_loss:  13.4375, val_loss:  12.2912, grad_norm: 0.0171, live_grad: 0.0000, reward_err: 0.0031, 0.0342, 0.0016, KL_dist: 0.6676, 0.3593, 0.7022, param: [4.05232648 9.47901248 5.00952717 9.20969048], weights: [0.15575723 0.20601745 0.63822531], train_wt_loss:  40.3125, val_wt_loss: 36.8737, train_grp_loss: [11.64551862 16.0122124  11.09844576], val_grp_loss: [10.52326281 15.1139496  11.25342007], train_hist_grp_loss: [ 9.34887412 12.1454971  23.452802  ], cur_train_grp_loss: [0.09394204 0.12409408 0.23616897], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7022, max_kl_dist_index: 2, max_train_grp_loss:  16.0122, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1139, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2362, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:55,935 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  98, train_loss:  13.4377, val_loss:  12.2921, grad_norm: 0.0176, live_grad: 0.0000, reward_err: 0.0031, 0.0342, 0.0016, KL_dist: 0.6680, 0.3596, 0.7027, param: [4.05013619 9.48060636 5.00888563 9.21566422], weights: [0.15425095 0.20464242 0.64110663], train_wt_loss:  40.3130, val_wt_loss: 36.8762, train_grp_loss: [11.64218462 16.01634434 11.09693687], val_grp_loss: [10.52022415 15.12040617 11.25253148], train_hist_grp_loss: [ 9.4427896  12.26962277 23.68893914], cur_train_grp_loss: [0.09391547 0.12412568 0.23613714], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7027, max_kl_dist_index: 2, max_train_grp_loss:  16.0163, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1204, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2361, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:56,937 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  99, train_loss:  13.4378, val_loss:  12.2929, grad_norm: 0.0182, live_grad: 0.0000, reward_err: 0.0031, 0.0342, 0.0016, KL_dist: 0.6683, 0.3599, 0.7032, param: [4.0479229  9.48223144 5.00821698 9.22167182], weights: [0.15275349 0.20327011 0.64397639], train_wt_loss:  40.3135, val_wt_loss: 36.8788, train_grp_loss: [11.63881137 16.02053143 11.09541511], val_grp_loss: [10.5171539  15.12694281 11.25163384], train_hist_grp_loss: [ 9.53667818 12.39378048 23.92504418], cur_train_grp_loss: [0.09388859 0.12415771 0.23610504], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7032, max_kl_dist_index: 2, max_train_grp_loss:  16.0205, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1269, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2361, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:57,849 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1654] - INFO: Iteration:  99, train_loss:  13.4378, val_loss:  12.2929, grad_norm: 0.0182,  live_grad: 0.0000, reward_err: 0.0031, 0.0342, 0.0016, KL_dist: 0.6683, 0.3599, 0.7032, param: [4.0479229  9.48223144 5.00821698 9.22167182], weights: [0.15275349 0.20327011 0.64397639], train_wt_loss:  40.3135, val_wt_loss: 36.8788, train_grp_loss: [11.63881137 16.02053143 11.09541511], val_grp_loss: [10.5171539  15.12694281 11.25163384], train_hist_grp_loss: [ 9.53667818 12.39378048 23.92504418], cur_train_grp_loss: [0.09388859 0.12415771 0.23610504], max_reward_err:  0.0342, max_reward_err_index: 1, max_kl_dist:  0.7032, max_kl_dist_index: 2, max_train_grp_loss:  16.0205, max_train_grp_loss_index: 1, max_val_grp_loss:  15.1269, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2361, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:29:58,069 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:388] - INFO: Policy parameter learned solely on the preference data rdpo: [4.0479229  9.48223144 5.00821698 9.22167182].
2024-10-07 17:29:58,408 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:399] - INFO: Uniform reward: 3.8269, 3.8269, 3.1987
2024-10-07 17:29:58,409 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:400] - INFO: Optimal reward: 3.8681, 7.1581, 3.3364
2024-10-07 17:29:58,410 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:401] - INFO: Policy reward: 3.8562, 6.9133, 3.3312
2024-10-07 17:29:58,410 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:402] - INFO: Reward Error: 0.0031, 0.0342, 0.0016
2024-10-07 17:29:59,099 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:417] - INFO: Optimal reward: 3.8681, 7.1581, 3.3364
Known param reward: [[3.8680634765625, 6.699916015625, 3.30809521484375], [3.46072314453125, 7.1581357421875, 3.12821826171875], [3.83464501953125, 7.0068994140625, 3.336449462890625]], Known param reward error: [[0.0, 0.06401383587376193, 0.00849832984501714], [0.10530859550248342, 0.0, 0.06241101610796404], [0.008639583407495802, 0.02112789329121925, 0.0]].
